2015-04-23,463486,55777,92110,52,41,47, ,0,M,0.0,0.00,9.1	
2015-04-24,474068,65736,99688,52,39,46, ,0,M,0.0,0.00,8.6	
2015-04-25,489474,75469,106270,62,38,50, ,0,M,0.0,0.00,5.6	
2015-04-26,424608,62190,88673,64,46,55, ,0,M,0.0,0.00,5.2	
2015-04-27,393526,44694,64783,62,49,56, ,0,M,0.0,0.00,5.9	
2015-04-28,411771,44227,68863,71,50,61, ,0,M,0.0,0.00,7.8	
2015-04-29,427507,49132,75940,78,50,64, ,0,M,0.0,0.00,5.6	
2015-04-30,446132,53407,84330,67,48,58, ,0,M,0.0,0.00,8.0	
2015-05-01,461547,66187,92329,63,49,56, ,0,M,0.0,0.00,5.1	
2015-05-02,507619,81574,104978,74,48,61, ,0,M,0.0,0.00,3.0	
2015-05-03,434789,65671,80300,80,51,66, ,0,M,0.0,0.00,2.5	
2015-05-04,390266,45273,65447,85,57,71, ,0,M,0.0,0.00,5.3	
2015-05-05,432452,47745,76195,85,66,76, ,0,M,0.0,0.00,4.0	
2015-05-06,444948,50446,80447,73,59,66, ,0,M,0.0,  T,5.0	
2015-05-07,442222,54721,87361,80,56,68,HZ,0,M,0.0,0.00,2.3	
2015-05-08,449009,63470,90733,82,56,69,BR HZ,0,M,0.0,0.00,3.0	
2015-05-09,469017,73424,98359,70,57,64,BR HZ,0,M,0.0,0.00,4.3	
2015-05-10,405427,64676,80146,83,61,72,BR HZ,0,M,0.0,0.00,3.6	
2015-05-11,395280,46426,70310,84,70,77,RA HZ,0,M,0.0,  T,3.7	
2015-05-12,424512,47026,78437,86,64,75,BR HZ,0,M,0.0,0.00,5.4	
2015-05-13,439371,51867,84937,70,53,62, ,0,M,0.0,0.00,7.3	
2015-05-14,439936,54778,93624,73,50,62, ,0,M,0.0,0.00,3.8	
2015-05-15,457541,63952,99756,75,55,65, ,0,M,0.0,0.00,3.3	
2015-05-16,479580,76005,121557,75,57,66,RA BR,0,M,0.0,0.30,2.1	
2015-05-17,423198,61746,94322,83,64,74,RA BR HZ,0,M,0.0,0.02,1.9	
2015-05-18,403641,46820,76414,75,60,68,BR HZ,0,M,0.0,0.00,4.6	
2015-05-19,432943,48032,85371,80,59,70,RA BR HZ,0,M,0.0,  T,2.4	
2015-05-20,441232,51229,91062,67,54,61, ,0,M,0.0,0.00,6.9	
2015-05-21,446819,54937,95146,62,52,57, ,0,M,0.0,0.00,2.6	
2015-05-22,419629,60792,85771,74,55,65, ,0,M,0.0,0.00,6.0	
2015-05-23,383363,64720,78343,70,49,60, ,0,M,0.0,0.00,4.4	
2015-05-24,336652,57034,68328,81,56,69, ,0,M,0.0,0.00,3.9	
2015-05-25,301706,44000,59748,85,64,75, ,0,M,0.0,0.00,4.8	
2015-05-26,387134,44578,72820,88,67,78, ,0,M,0.0,0.00,5.2	
